PUBLICATION_DATE,UID,SITE_ID,DATE_COL,PSTL_CODE,VISIT_NO,YEAR,STUDY,INDEX_HEC,INDEX_LE,INDEX_SMR,INDEX_NIAG,NCCA_REG,SAMPLE_TYPE,STATION_DEPTH,TRANS,CAST,COL_LOC,DEPTH,CONDUCTIVITY,DO,PH,SALINITY,LIGHT_AMB,LIGHT_UW,TEMPERATURE,NARS_COMMENT,NARS_FLAG
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,UPCAST,Mid-water,4,228.1,8.7,8.38,,1510.4,508.8,20.3,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,DOWNCAST,Mid-water,4,228.2,8.8,8.34,,1537.1,516.8,20.3,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,UPCAST,Mid-water,5,228.2,8.7,8.36,,1510.2,269.5,20.3,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,DOWNCAST,Mid-water,5,228.5,8.7,8.37,,1550.6,359.8,20.3,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,DOWNCAST,Mid-water,6,228.8,8.8,8.36,,1539.3,266.6,20.3,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,UPCAST,Mid-water,6,228.1,8.8,8.38,,1518.4,274.5,20.3,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,UPCAST,Mid-water,6.5,228.1,8.7,8.37,,1520.1,202.3,20.3,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,DOWNCAST,Mid-water,6.5,228.5,8.7,8.37,,1547.1,207.4,20.3,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,UPCAST,Bottom,7.5,,,,,1534.6,175.7,,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,HYDRO,7,0.737,DOWNCAST,Bottom,7.5,,,,,1526.8,175.3,,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Surface,0.1,223.9,8.7,8.21,,1563.4,1561.4,20.07,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Surface,0.1,223.7,8.6,8.47,,1508.6,1874.4,20.01,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,0.5,223.6,8.6,8.54,,1519.2,1432.1,19.99,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,0.5,224.1,8.7,8.37,,1561,1428.3,20.02,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,1,223.6,8.6,8.47,,1551.7,948.2,20.02,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,1,223.7,8.6,8.56,,1512.2,1019.5,19.99,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,2,223.6,8.6,8.54,,1526.7,377.3,20.01,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,2,223.2,8.6,8.41,,1548.2,389.2,19.99,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,3,222.8,8.6,8.45,,1539.5,240.5,19.96,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,3,223.6,8.6,8.55,,1514.6,174.3,20,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,4,223.6,8.6,8.53,,1517.6,73.8,20,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,4,222.4,8.6,8.44,,1526.6,67,19.94,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,5,223.9,8.6,8.54,,1517.6,29.6,19.99,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,5,222.4,8.6,8.43,,1519,26,19.92,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,6,222,8.5,8.47,,1517.7,10.6,19.91,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,6,223.6,8.6,8.49,,1516.2,10.6,19.96,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,7,222.4,8.5,8.47,,1517.9,4.2,19.91,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,7,223.6,8.6,8.53,,1515.6,3.6,19.97,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,8,222.5,8.5,8.47,,1514.5,1.6,19.91,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,8,223.6,8.6,8.52,,1512.5,1.2,19.96,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,9,223.4,8.6,8.51,,1510.6,0.5,19.96,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,9,222.7,8.5,8.51,,1510,0.4,19.92,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Mid-water,10,223.5,8.5,8.5,,1471,0.2,19.95,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Mid-water,10,222.7,8.5,8.5,,1489.2,0.4,19.92,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,UPCAST,Bottom,12.1,222.5,8.6,8.46,,1463.2,0.1,19.92,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,HYDRO,12.6,0.416,DOWNCAST,Bottom,12.1,222.5,8.6,8.46,,1461.1,0.1,19.92,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,1.9,0.709,UPCAST,Surface,0.1,212.3,9.1,8.5,,1380.5,1750.9,20.7,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,1.9,0.709,DOWNCAST,Surface,0.1,212.2,9.1,8.51,,1300.2,1709.4,20.7,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,1.9,0.709,UPCAST,Mid-water,0.5,212.3,9.2,8.57,,1325.3,1526.8,20.7,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,1.9,0.709,DOWNCAST,Mid-water,0.5,212.3,9.1,8.57,,1371.3,1506.3,20.7,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,1.9,0.709,UPCAST,Mid-water,1,212.3,9.1,8.58,,1216.3,1147.9,20.7,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,1.9,0.709,DOWNCAST,Mid-water,1,212.3,9.1,8.57,,1280,1104.2,20.7,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,1.9,0.709,DOWNCAST,Bottom,1.4,212.4,9.1,8.56,,1170.4,980.2,20.7,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,1.9,0.709,UPCAST,Bottom,1.4,212.4,9.1,8.56,,1165.1,983.9,20.7,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,DOWNCAST,Surface,0.1,215.2,9.6,8.5,,1318.7,1570.5,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,UPCAST,Surface,0.1,214,10.7,8.7,,1316.6,1517.3,21.1,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,UPCAST,Mid-water,0.5,214.3,10,8.6,,1312.5,1538.9,20.9,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,DOWNCAST,Mid-water,0.5,215.8,9.3,8.5,,1331.4,1496.9,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,DOWNCAST,Mid-water,1,215.6,9.3,8.5,,1339.5,1207.1,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,UPCAST,Mid-water,1,214.6,10,8.6,,1320.2,1328.1,21,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,DOWNCAST,Mid-water,2,215.8,9.5,8.5,,1344.4,805.7,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,UPCAST,Mid-water,2,215.7,9.5,8.5,,1318.4,795.9,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,DOWNCAST,Mid-water,3,215.5,9.5,8.5,,1355.8,568.7,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,UPCAST,Mid-water,3,215.4,9.7,8.5,,1324.4,557.6,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,DOWNCAST,Mid-water,4,215.4,9.7,8.6,,1324.2,375.4,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,UPCAST,Mid-water,4,215.8,9.8,8.5,,1316.9,363.9,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,UPCAST,Mid-water,5,215.5,9.8,8.5,,1311.3,235.3,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,DOWNCAST,Mid-water,5,215.4,9.7,8.5,,1314.3,247.5,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,DOWNCAST,Bottom,5.3,215.4,9.7,8.5,,1308.5,214.4,20.8,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,5.8,0.674,UPCAST,Bottom,5.3,215.7,9.7,8.5,,1307.6,211,20.8,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,2.1,0.614,DOWNCAST,Surface,0.1,217.3,10,8.3,,1502.5,1903.4,21.3,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,2.1,0.614,UPCAST,Surface,0.1,217.3,10,8.6,,1492,1907.2,21.2,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,2.1,0.614,UPCAST,Mid-water,0.5,217.6,10,8.6,,1492,1621.7,21.2,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,2.1,0.614,DOWNCAST,Mid-water,0.5,217.2,10,8.4,,1522.7,1645.5,21.3,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,2.1,0.614,UPCAST,Mid-water,1,217.3,10.1,8.6,,1493.4,1288.9,21.2,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,2.1,0.614,DOWNCAST,Mid-water,1,217.6,10,8.5,,1525,1256.7,21.2,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,2.1,0.614,DOWNCAST,Bottom,1.5,217.1,10.1,8.5,,1512.9,979.8,21.2,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,2.1,0.614,UPCAST,Bottom,1.5,217.2,10.1,8.5,,1508.2,969.4,21.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Surface,0.1,217.1,8.6,8.4,,1464.9,1879.2,20.1,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Surface,0.1,217.7,8.8,8.1,,1443.2,1880.2,20.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Mid-water,0.5,217.1,8.8,8.4,,1471.4,1533.7,20.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Mid-water,0.5,217.4,8.8,8.2,,1440.9,1600.9,20.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Mid-water,1,217.7,8.7,8.2,,,1178.5,20.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Mid-water,1,217.4,8.8,8.4,,1481.6,1199.6,20.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Mid-water,2,217.3,8.7,8.4,,1496,601,20.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Mid-water,2,217.8,8.7,8.3,,1440.2,656.6,20.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Mid-water,3,217.7,8.7,8.3,,1438.6,347.6,20.2,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Mid-water,3,217.5,8.6,8.3,,1358.2,295.8,20.1,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Mid-water,4,217.6,8.6,8.3,,1440.7,183.8,20.1,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Mid-water,4,216.6,8.6,8.3,,1484.4,180.5,20.1,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Mid-water,5,217.2,8.5,8.3,,1495.6,99.8,20,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Mid-water,5,217.2,8.6,8.3,,1444.6,95.7,20.1,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Mid-water,6,216.9,8.6,8.3,,1451.7,55,20,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Mid-water,6,216.9,8.4,8.3,,1478.5,47.5,20,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,UPCAST,Bottom,6.7,217.1,8.4,8.3,,1470.6,35.4,20,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.2,0.541,DOWNCAST,Bottom,6.7,217,8.4,8.3,,1465.5,35.2,20,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Surface,0.1,222.7,8.6,8.4,,1065.3,1560.8,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Surface,0.1,222.7,8.6,8.06,,1049.3,1273.1,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Mid-water,0.5,222.3,8.6,8.2,,1046.3,975.5,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Mid-water,0.5,222.7,8.6,8.4,,1070.7,1110.5,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Mid-water,1,222.7,8.6,8.4,,1082,501.1,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Mid-water,1,222.6,8.6,8.2,,1055.1,541.6,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Mid-water,2,222.8,8.5,8.2,,1057,139.3,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Mid-water,2,222.4,8.6,8.4,,1076.8,125,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Mid-water,3,222.3,8.5,8.2,,1053.2,45,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Mid-water,3,222.7,8.6,8.4,,1064.3,42.3,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Mid-water,4,222.1,8.6,8.2,,1053.8,13.7,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Mid-water,4,222.6,8.6,8.4,,1063.9,16.4,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Mid-water,5,222.3,8.5,8.2,,1046.9,4.7,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Mid-water,5,222.6,8.6,8.4,,1063,5,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Mid-water,6,222.3,8.6,8.4,,1053.3,2.2,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Mid-water,6,222.2,,8.2,,1050.4,1.5,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Mid-water,7,222.2,8.6,8.2,,1047.1,0.5,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Mid-water,7,222.7,8.5,8.3,,1045.9,0.5,20.2,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,DOWNCAST,Bottom,7.4,221.8,8.5,8.3,,1043.1,0.3,20.1,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,HYDRO,7.9,0.316,UPCAST,Bottom,7.4,222.3,8.6,8.3,,1039,0.3,20.2,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,UPCAST,Surface,0.1,273.2,9.8,8.35,,1654.4,1359.9,21.7,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,DOWNCAST,Surface,0.1,277.6,9.3,8.64,,1596,1405.6,22.4,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,UPCAST,Mid-water,0.5,271.3,9.2,8.31,,1689.3,985.3,21.4,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,DOWNCAST,Mid-water,0.5,278.2,8.9,8.62,,1579.3,1161.1,22.5,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,DOWNCAST,Mid-water,1,273.9,9.5,8.63,,1603.7,517.9,22.2,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,UPCAST,Mid-water,1,270.1,8.9,8.25,,1674.7,483.4,21.3,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,DOWNCAST,Mid-water,2,271.9,10.4,8.65,,1574.6,133.5,21.4,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,UPCAST,Mid-water,2,265.9,8.2,8.13,,1647.3,150.1,21.1,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,UPCAST,Mid-water,3,259.9,7.6,8.08,,1658.6,48.9,21,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,HYDRO,13.1,0.466,DOWNCAST,Mid-water,3,268.1,8.5,8.58,,1598,51.6,21.2,,
