PUBLICATION_DATE,UID,SITE_ID,DATE_COL,PSTL_CODE,VISIT_NO,YEAR,STUDY,INDEX_HEC,INDEX_LE,INDEX_SMR,INDEX_NIAG,NCCA_REG,SAMPLE_TYPE,STATION_DEPTH,MEAN_SECCHI_DEPTH,REP,CLEAR_TO_BOTTOM,DISAPPEARS,REAPPEARS,SECCHI_TIME,NARS_FLAG,NCCA_COMMENT,SECCHI_COMMENT
1/6/2022,155955,LHLEC-018,1-Oct-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.1,2.3,0,N,,,11:01,,,
1/6/2022,155955,LHLEC-018,1-Oct-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.1,,1,,2.3,2.1,,,,
1/6/2022,155955,LHLEC-018,1-Oct-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.1,,2,,2.3,2.2,,,,
1/6/2022,155955,LHLEC-018,1-Oct-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,6.1,,3,,2.3,2.1,,,,
1/6/2022,156390,LHLEC-079,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.1,2.787,0,Y,,,12:03,,,
1/6/2022,156391,LHLEC-095,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.1,2.967,0,N,,,10:59,,,
1/6/2022,156391,LHLEC-095,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.1,,1,,3,2.9,,,,
1/6/2022,156391,LHLEC-095,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.1,,2,,3,2.9,,,,
1/6/2022,156391,LHLEC-095,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.1,,3,,2.9,2.8,,,,
1/6/2022,156392,LHLEC-091,2-Oct-14,MI,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.9,2.165,0,Y,,,13:58,,,
1/6/2022,156393,LHLEC-010,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.3,2.067,0,N,,,17:10,,,
1/6/2022,156393,LHLEC-010,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.3,,1,,2,1.9,,,,
1/6/2022,156393,LHLEC-010,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.3,,2,,2.1,2,,,,
1/6/2022,156393,LHLEC-010,2-Oct-14,ON,1,2014,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.3,,3,,2.1,2,,,,
1/6/2022,167661,GLNS15-1156,7-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3,0.7,0,N,,,10:46,,,
1/6/2022,167661,GLNS15-1156,7-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3,,1,,0.7,0.5,,,,
1/6/2022,167661,GLNS15-1156,7-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3,,2,,0.7,0.5,,,,
1/6/2022,167661,GLNS15-1156,7-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3,,3,,0.7,0.5,,,,
1/6/2022,167710,GLNS15-1165,17-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,7.2,1,0,N,,,9:59,,,
1/6/2022,167710,GLNS15-1165,17-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,7.2,,1,,1,0.9,,,,
1/6/2022,167710,GLNS15-1165,17-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,7.2,,2,,1,0.9,,,,
1/6/2022,167710,GLNS15-1165,17-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,7.2,,3,,1,0.8,,,,
1/6/2022,167730,GLNS15-1153,3-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.8,0.767,0,N,,,12:00,,,
1/6/2022,167730,GLNS15-1153,3-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.8,,1,,0.8,0.5,,,,
1/6/2022,167730,GLNS15-1153,3-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.8,,2,,0.8,0.5,,,,
1/6/2022,167730,GLNS15-1153,3-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.8,,3,,0.7,0.4,,,,
1/6/2022,167750,GLNS15-2150,19-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.8,1.733,0,N,,,9:11,,,
1/6/2022,167750,GLNS15-2150,19-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.8,,1,,1.7,1.5,,,,
1/6/2022,167750,GLNS15-2150,19-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.8,,2,,1.8,1.4,,,,
1/6/2022,167750,GLNS15-2150,19-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.8,,3,,1.7,1.5,,,,
1/6/2022,167770,GLNS15-2142,23-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3,0.3,0,Y,,,9:40,,,
1/6/2022,167770,GLNS15-2142,23-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3,,1,,0.23,0.9,,,,estimated
1/6/2022,167770,GLNS15-2142,23-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3,,2,,0.22,0.2,,,,
1/6/2022,167770,GLNS15-2142,23-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3,,3,,0.19,0.22,,,,
1/6/2022,167790,GLNS15-2156,10-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.3,0.417,0,N,,,9:32,,,
1/6/2022,167790,GLNS15-2156,10-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.3,,1,,0.42,0.4,,,,
1/6/2022,167790,GLNS15-2156,10-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.3,,2,,0.41,0.39,,,,
1/6/2022,167790,GLNS15-2156,10-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.3,,3,,0.42,0.4,,,,
1/6/2022,167801,GLNS15-1173,18-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.7,0.9,0,N,,,9:19,,,
1/6/2022,167801,GLNS15-1173,18-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.7,,1,,0.9,0.8,,,,
1/6/2022,167801,GLNS15-1173,18-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.7,,2,,1,0.75,,,,
1/6/2022,167801,GLNS15-1173,18-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,10.7,,3,,0.8,0.75,,,,
1/6/2022,167880,GLNS15-2140,8-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.3,4.467,0,N,,,11:35,,,
1/6/2022,167880,GLNS15-2140,8-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.3,,1,,4.6,3.5,,,,
1/6/2022,167880,GLNS15-2140,8-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.3,,2,,4.3,3.8,,,,
1/6/2022,167880,GLNS15-2140,8-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.3,,3,,4.5,3.7,,,,
1/6/2022,168050,GLBA15-3267,9-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,0.9,0.5,0,N,,,9:55,,,
1/6/2022,168050,GLBA15-3267,9-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,0.9,,1,,0.5,0.5,,,,
1/6/2022,168050,GLBA15-3267,9-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,0.9,,2,,0.5,0.5,,,,
1/6/2022,168050,GLBA15-3267,9-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,0.9,,3,,0.5,0.5,,,,
1/6/2022,168110,GLNS15-1169,9-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.5,0.4,0,N,,,10:20,,,
1/6/2022,168110,GLNS15-1169,9-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.5,,1,,0.4,0.3,,,,
1/6/2022,168110,GLNS15-1169,9-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.5,,2,,0.4,0.3,,,,
1/6/2022,168110,GLNS15-1169,9-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.5,,3,,0.4,0.3,,,,
1/6/2022,168120,GLNS15-2153,9-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1,0.6,0,N,,,12:32,,,
1/6/2022,168120,GLNS15-2153,9-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1,,1,,0.6,0.5,,,,
1/6/2022,168120,GLNS15-2153,9-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1,,2,,0.6,0.5,,,,
1/6/2022,168120,GLNS15-2153,9-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1,,3,,0.6,0.5,,,,
1/6/2022,168323,GLNS15-1171,11-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.2,5.933,0,N,,,10:58,,,
1/6/2022,168323,GLNS15-1171,11-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.2,,1,,5.9,5.9,,,,
1/6/2022,168323,GLNS15-1171,11-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.2,,2,,6.2,5.8,,,,
1/6/2022,168323,GLNS15-1171,11-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,15.2,,3,,5.7,5.7,,,,
1/6/2022,168660,GLNS15-1163,15-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.1,1.1,0,Y,,,11:42,,,
1/6/2022,168660,GLNS15-1163,15-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.1,,1,,1.1,1.1,,,, ctb=Y; secchi based on trans
1/6/2022,168892,GLBA15-3235,16-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.4,0.4,0,N,,,10:45,,,
1/6/2022,168892,GLBA15-3235,16-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.4,,1,,0.4,0.4,,,,
1/6/2022,168892,GLBA15-3235,16-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.4,,2,,0.4,0.4,,,,
1/6/2022,168892,GLBA15-3235,16-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.4,,3,,0.4,0.4,,,,
1/6/2022,169011,GLBA15-1034,17-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.2,0.5,0,N,,,9:35,,,
1/6/2022,169011,GLBA15-1034,17-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.2,,1,,0.5,0.5,,,,water murky stained
1/6/2022,169011,GLBA15-1034,17-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.2,,2,,0.5,0.5,,,,
1/6/2022,169011,GLBA15-1034,17-Jun-15,MI,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.2,,3,,0.5,0.5,,,,
1/6/2022,169200,GLNS15-2161,18-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.3,3.4,0,N,,,11:27,,,
1/6/2022,169200,GLNS15-2161,18-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.3,,1,,3.5,3.2,,,,
1/6/2022,169200,GLNS15-2161,18-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.3,,2,,3.3,3.1,,,,
1/6/2022,169200,GLNS15-2161,18-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.3,,3,,3.4,3.3,,,,
1/6/2022,169542,GLBA15-1052,22-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.3,1.667,0,N,,,14:40,,,
1/6/2022,169542,GLBA15-1052,22-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.3,,1,,1.6,1.5,,,,
1/6/2022,169542,GLBA15-1052,22-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.3,,2,,1.7,1.5,,,,
1/6/2022,169542,GLBA15-1052,22-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.3,,3,,1.7,1.6,,,,
1/6/2022,169640,GLBA15-3255,23-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.1,2.367,0,N,,,10:48,,,
1/6/2022,169640,GLBA15-3255,23-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.1,,1,,2.4,2.4,,,,
1/6/2022,169640,GLBA15-3255,23-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.1,,2,,2.3,2.3,,,,
1/6/2022,169640,GLBA15-3255,23-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,6.1,,3,,2.4,2.2,,,,
1/6/2022,169770,GLBA15-1013,24-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,5.7,2.933,0,N,,,10:37,,,
1/6/2022,169770,GLBA15-1013,24-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,5.7,,1,,3,2.6,,,,
1/6/2022,169770,GLBA15-1013,24-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,5.7,,2,,2.9,2.7,,,,
1/6/2022,169770,GLBA15-1013,24-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,5.7,,3,,2.9,2.7,,,,
1/6/2022,169810,LHLEC-032,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,8.5,4.3,0,N,,,15:10,,,
1/6/2022,169810,LHLEC-032,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,8.5,,1,,4.3,4.2,,,,
1/6/2022,169810,LHLEC-032,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,8.5,,2,,4.2,4.1,,,,
1/6/2022,169810,LHLEC-032,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,8.5,,3,,4.4,4.1,,,,
1/6/2022,169811,LHLEC-036,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,1.2,2.41,0,Y,,,12:10,,,
1/6/2022,169812,LHLEC-040,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.2,3.328,0,Y,,,11:01,,,
1/6/2022,169812,LHLEC-040,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,4.2,,1,,4.2,4.2,,,,From Molly Wick: estimated
1/6/2022,169813,LHLEC-044,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.4,2.733,0,N,,,14:35,,,
1/6/2022,169813,LHLEC-044,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.4,,1,,2.8,2.5,,,,
1/6/2022,169813,LHLEC-044,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.4,,2,,2.8,2.6,,,,
1/6/2022,169813,LHLEC-044,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.4,,3,,2.6,2.6,,,,
1/6/2022,169814,LHLEC-048,23-Jun-15,MI,1,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,,,0,,,,,,,
1/6/2022,169815,NCCA15-01,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,4.8,3.267,0,N,,,10:58,,,
1/6/2022,169815,NCCA15-01,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,4.8,,1,,3.3,3.2,,,,
1/6/2022,169815,NCCA15-01,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,4.8,,2,,3.3,3.2,,,,
1/6/2022,169815,NCCA15-01,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,4.8,,3,,3.2,3,,,,
1/6/2022,169816,NCCA15-02,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,6.5,4.033,0,N,,,13:48,,,
1/6/2022,169816,NCCA15-02,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,6.5,,1,,4,3.8,,,,DRIFTED TO ACCOMODATE CURRENT
1/6/2022,169816,NCCA15-02,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,6.5,,2,,4,3.6,,,,
1/6/2022,169816,NCCA15-02,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,6.5,,3,,4.1,3.7,,,,
1/6/2022,169850,GLNS15-1157,24-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,12.7,3.8,0,N,,,10:34,,,
1/6/2022,169850,GLNS15-1157,24-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,12.7,,1,,3.7,2.9,,,,
1/6/2022,169850,GLNS15-1157,24-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,12.7,,2,,3.9,3.1,,,,
1/6/2022,169850,GLNS15-1157,24-Jun-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,12.7,,3,,3.8,2.9,,,,
1/6/2022,170030,GLNS15-2164,16-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4,0.273,0,N,,,10:15,,,
1/6/2022,170030,GLNS15-2164,16-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4,,1,,0.27,0.25,,,,
1/6/2022,170030,GLNS15-2164,16-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4,,2,,0.28,0.25,,,,
1/6/2022,170030,GLNS15-2164,16-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,4,,3,,0.27,0.26,,,,
1/6/2022,170040,GLBA15-3239,25-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.5,7.127192227,0,Y,,,10:10,,,
1/6/2022,170040,GLBA15-3239,25-Jun-15,PA,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,1.5,,1,,1.5,1.5,,,,clear to bottom; ctb=Y; secchi based on trans
1/6/2022,170281,LHLEC-038,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,9.3,1.3,0,N,,,16:10,,,
1/6/2022,170281,LHLEC-038,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,9.3,,1,,1.3,1.3,,,,
1/6/2022,170281,LHLEC-038,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,9.3,,2,,1.3,1.2,,,,
1/6/2022,170281,LHLEC-038,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,9.3,,3,,1.3,1.2,,,,
1/6/2022,170282,LHLEC-042,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.2,1.733,0,N,,,14:23,,,
1/6/2022,170282,LHLEC-042,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.2,,1,,1.8,1.5,,,,
1/6/2022,170282,LHLEC-042,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.2,,2,,1.7,1.5,,,,
1/6/2022,170282,LHLEC-042,23-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,3.2,,3,,1.7,1.6,,,,
1/6/2022,170283,LHLEC-046,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.6,3.133,0,N,,,10:59,,,
1/6/2022,170283,LHLEC-046,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.6,,1,,3.1,3.1,,,,GREEN COLOR TO WATER
1/6/2022,170283,LHLEC-046,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.6,,2,,3.2,3.2,,,,
1/6/2022,170283,LHLEC-046,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,12.6,,3,,3.1,3.2,,,,
1/6/2022,170284,NCCA15-03,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,1.5,1.879,0,Y,,,9:47,,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,7,4.9,0,N,,,14:30,,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,7,,1,,4.9,4.6,,,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,7,,2,,4.9,4.8,,,,
1/6/2022,170285,NCCA15-04,22-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,,,,,Great Lakes,SECC,7,,3,,4.9,4.7,,,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,12.6,1.367,0,N,,,13:22,,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,12.6,,1,,1.4,1.4,,,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,12.6,,2,,1.4,1.4,,,,
1/6/2022,170320,LHLEC-030,22-Sep-15,ON,2,2015,Lake_St_Clair_Corridor,N,,,,Great Lakes,SECC,12.6,,3,,1.3,1.3,,,,
1/6/2022,170542,LHLEC-027,21-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,1.9,3.695,0,Y,,,15:43,,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.8,2.467,0,N,,,16:52,,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.8,,1,,2,2.1,,,,DRIFTING WITH CURRENT
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.8,,2,,2.6,2.5,,,,
1/6/2022,170543,LHLEC-028,21-Sep-15,MI,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,5.8,,3,,2.8,2.7,,,,
1/6/2022,170544,LHLEC-031,30-Jun-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,,,0,,,,,,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.1,1.967,0,N,,,15:03,,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.1,,1,,1.9,1.9,,,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.1,,2,,2,1.8,,,,
1/6/2022,170545,LHLEC-035,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,2.1,,3,,2,1.9,,,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,7.2,1.867,0,N,,,11:20,,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,7.2,,1,,1.8,1.6,,,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,7.2,,2,,1.9,1.8,,,,
1/6/2022,170546,LHLEC-043,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,7.2,,3,,1.9,1.6,,,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,7.9,1.467,0,N,,,10:03,,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,7.9,,1,,1.4,1.3,,,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,7.9,,2,,1.5,1.5,,,,
1/6/2022,170547,LHLEC-047,22-Sep-15,ON,1,2015,Lake_St_Clair_Corridor,Y,,,,Great Lakes,SECC,7.9,,3,,1.5,1.4,,,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.1,1.1,0,N,,,10:48,,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.1,,1,,1.1,1,,,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.1,,2,,1,1,,,,
1/6/2022,171010,GLNS15-2147,6-Jul-15,OH,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,13.1,,3,,1.2,1,,,,
1/6/2022,171220,GLNS15-2157,7-Jul-15,NY,1,2015,Lake_Erie_Study,,Y,,,Great Lakes,SECC,3.9,5.888,0,Y,,,11:28,,,
